+------+------------+---------+----+----+----+----+----+----+----+----+----+
|  t1  |     d1     |   z1    | s1 | s2 | s3 | s4 | s5 | s6 | "" | z2 | b1 |
| 118  | 2003/1/16  | 4601382 | 9  | 13 | 21 | 30 | 32 | 37 |    | D  | 20 |
| 1508 | 2020/8/13  | 4607257 | 9  | 13 | 28 | 29 | 32 | 40 |    | A  | 41 |
| 846  | 2014/3/13  | 4619602 | 9  | 14 | 18 | 28 | 30 | 33 |    | G  | 4  |
| 1015 | 2015/10/29 | 4622669 | 9  | 14 | 20 | 23 | 27 | 32 |    | A  | 22 |
| 783  | 2013/8/1   | 4625677 | 9  | 14 | 22 | 24 | 25 | 32 |    | I  | 13 |
| 1035 | 2016/1/11  | 4636166 | 9  | 15 | 17 | 19 | 27 | 33 |    | A  | 40 |
| 1127 | 2016/11/28 | 4636589 | 9  | 15 | 17 | 21 | 23 | 42 |    | B  | 24 |
| 59   | 2001/11/15 | 4637977 | 9  | 15 | 17 | 30 | 32 | 41 |    | J  | 31 |
| 604  | 2011/11/3  | 4642980 | 9  | 15 | 20 | 22 | 28 | 43 |    | C  | 37 |
| 5    | 2000/11/2  | 4644680 | 9  | 15 | 21 | 23 | 27 | 28 |    | F  | 43 |
| 1220 | 2017/10/23 | 4644759 | 9  | 15 | 21 | 23 | 32 | 42 |    | F  | 14 |
| 1358 | 2019/2/28  | 4647771 | 9  | 15 | 23 | 27 | 29 | 40 |    | B  | 28 |
| 1613 | 2021/8/19  | 4678889 | 9  | 17 | 22 | 25 | 30 | 41 |    | J  | 15 |
| 1023 | 2015/11/26 | 4681030 | 9  | 17 | 24 | 25 | 33 | 40 |    | J  | 43 |
| 468  | 2009/10/22 | 4683065 | 9  | 17 | 26 | 30 | 34 | 40 |    | A  | 33 |
| 920  | 2014/11/27 | 4683631 | 9  | 17 | 27 | 30 | 35 | 38 |    | A  | 6  |
| 1397 | 2019/7/15  | 4686084 | 9  | 18 | 19 | 21 | 25 | 26 |    | G  | 7  |
| 958  | 2015/4/13  | 4692457 | 9  | 18 | 23 | 24 | 26 | 30 |    | I  | 21 |
| 202  | 2004/9/2   | 4695537 | 9  | 18 | 26 | 28 | 33 | 40 |    | A  | 10 |
| 1261 | 2018/3/19  | 4715070 | 9  | 20 | 26 | 29 | 30 | 34 |    | F  | 42 |
| 1385 | 2019/6/3   | 4716479 | 9  | 20 | 28 | 35 | 41 | 43 |    | J  | 23 |
| 1287 | 2018/6/18  | 4720267 | 9  | 21 | 23 | 34 | 37 | 38 |    | I  | 40 |
| 216  | 2004/12/9  | 4724065 | 9  | 21 | 29 | 33 | 35 | 41 |    | E  | 27 |
| 108  | 2002/10/31 | 4725498 | 9  | 22 | 23 | 25 | 34 | 37 |    | D  | 8  |
| 1160 | 2017/3/27  | 4730505 | 9  | 22 | 31 | 32 | 34 | 43 |    | C  | 24 |
| 440  | 2009/4/9   | 4734689 | 9  | 23 | 29 | 30 | 31 | 39 |    | E  | 18 |
| 448  | 2009/6/4   | 4735653 | 9  | 23 | 32 | 35 | 39 | 42 |    | D  | 37 |
| 1310 | 2018/9/6   | 4736259 | 9  | 24 | 25 | 27 | 34 | 36 |    | G  | 14 |
| 415  | 2008/10/9  | 4748238 | 9  | 28 | 33 | 34 | 37 | 43 |    | D  | 41 |
| 803  | 2013/10/10 | 4749224 | 9  | 29 | 33 | 34 | 35 | 41 |    | C  | 27 |
| 1643 | 2021/12/2  | 4752415 | 10 | 11 | 12 | 15 | 16 | 40 |    | G  | 33 |
| 1390 | 2019/6/20  | 4759610 | 10 | 11 | 13 | 28 | 34 | 39 |    | D  | 35 |
| 286  | 2006/4/13  | 4763236 | 10 | 11 | 14 | 28 | 31 | 41 |    | E  | 3  |
| 786  | 2013/8/12  | 4772308 | 10 | 11 | 17 | 31 | 35 | 39 |    | E  | 23 |
| 150  | 2003/8/28  | 4773023 | 10 | 11 | 18 | 20 | 31 | 43 |    | J  | 27 |
| 1658 | 2022/1/27  | 4776435 | 10 | 11 | 19 | 29 | 30 | 36 |    | E  | 37 |
| 172  | 2004/2/5   | 4780331 | 10 | 11 | 22 | 23 | 33 | 34 |    | J  | 27 |
| 584  | 2011/8/25  | 4782934 | 10 | 11 | 24 | 26 | 37 | 38 |    | I  | 21 |
| 1630 | 2021/10/18 | 4783471 | 10 | 11 | 24 | 33 | 34 | 36 |    | G  | 42 |
| 1499 | 2020/7/13  | 4785138 | 10 | 11 | 27 | 28 | 29 | 37 |    | H  | 13 |
| 1679 | 2022/4/11  | 4789962 | 10 | 12 | 13 | 21 | 31 | 41 |    | H  | 27 |
| 1120 | 2016/11/3  | 4791174 | 10 | 12 | 13 | 29 | 35 | 39 |    | F  | 33 |
| 611  | 2011/11/28 | 4794215 | 10 | 12 | 14 | 24 | 34 | 39 |    | A  | 16 |
| 170  | 2004/1/22  | 4795810 | 10 | 12 | 15 | 17 | 30 | 31 |    | C  | 6  |
| 929  | 2014/12/29 | 4797609 | 10 | 12 | 15 | 25 | 31 | 34 |    | I  | 26 |
| 1590 | 2021/5/31  | 4798090 | 10 | 12 | 15 | 29 | 33 | 42 |    | B  | 17 |
| 587  | 2011/9/5   | 4805717 | 10 | 12 | 18 | 27 | 33 | 40 |    | G  | 42 |
| 572  | 2011/7/14  | 4806315 | 10 | 12 | 18 | 38 | 42 | 43 |    | C  | 40 |
| 965  | 2015/5/7   | 4806326 | 10 | 12 | 19 | 20 | 21 | 22 |    | E  | 13 |
| 82   | 2002/5/2   | 4807393 | 10 | 12 | 19 | 25 | 26 | 39 |    | E  | 28 |
| 1506 | 2020/8/6   | 4807864 | 10 | 12 | 19 | 28 | 35 | 41 |    | F  | 39 |
| 469  | 2009/10/29 | 4810061 | 10 | 12 | 20 | 35 | 40 | 43 |    | H  | 28 |
| 72   | 2002/2/21  | 4814684 | 10 | 12 | 24 | 29 | 33 | 37 |    | H  | 34 |
| 1448 | 2020/1/16  | 4815494 | 10 | 12 | 25 | 29 | 32 | 41 |    | A  | 40 |
| 893  | 2014/8/25  | 4816043 | 10 | 12 | 26 | 28 | 29 | 37 |    | A  | 34 |
| 457  | 2009/8/6   | 4816954 | 10 | 12 | 27 | 32 | 34 | 43 |    | I  | 42 |
| 930  | 2015/1/5   | 4818953 | 10 | 12 | 37 | 39 | 40 | 43 |    | B  | 11 |
| 1607 | 2021/7/29  | 4819007 | 10 | 13 | 14 | 15 | 17 | 22 |    | A  | 40 |
| 793  | 2013/9/5   | 4820469 | 10 | 13 | 14 | 19 | 26 | 43 |    | C  | 12 |
| 1083 | 2016/6/27  | 4823447 | 10 | 13 | 15 | 18 | 25 | 38 |    | D  | 20 |
| 855  | 2014/4/14  | 4825073 | 10 | 13 | 15 | 25 | 37 | 42 |    | A  | 30 |
| 201  | 2004/8/26  | 4826055 | 10 | 13 | 16 | 17 | 24 | 39 |    | F  | 43 |
| 463  | 2009/9/17  | 4827935 | 10 | 13 | 16 | 25 | 30 | 42 |    | J  | 28 |
| 367  | 2007/11/1  | 4831419 | 10 | 13 | 17 | 38 | 41 | 43 |    | H  | 28 |
| 1407 | 2019/8/19  | 4835250 | 10 | 13 | 19 | 28 | 33 | 39 |    | B  | 15 |
| 137  | 2003/5/29  | 4836041 | 10 | 13 | 20 | 22 | 25 | 42 |    | J  | 14 |
| 56   | 2001/10/25 | 4843044 | 10 | 13 | 25 | 31 | 32 | 42 |    | D  | 40 |
| 1087 | 2016/7/11  | 4843355 | 10 | 13 | 26 | 27 | 30 | 36 |    | E  | 6  |
| 779  | 2013/7/18  | 4844451 | 10 | 13 | 27 | 34 | 36 | 39 |    | G  | 7  |
| 167  | 2003/12/25 | 4853065 | 10 | 14 | 17 | 19 | 29 | 42 |    | D  | 2  |
| 211  | 2004/11/4  | 4864554 | 10 | 14 | 23 | 26 | 33 | 36 |    | I  | 24 |
| 542  | 2011/3/31  | 4865218 | 10 | 14 | 23 | 35 | 38 | 41 |    | B  | 17 |
| 1244 | 2018/1/18  | 4873101 | 10 | 15 | 17 | 18 | 20 | 41 |    | G  | 35 |
| 977  | 2015/6/18  | 4875096 | 10 | 15 | 17 | 27 | 42 | 43 |    | I  | 33 |
| 392  | 2008/5/1   | 4877598 | 10 | 15 | 18 | 30 | 31 | 37 |    | D  | 11 |
| 291  | 2006/5/18  | 4881295 | 10 | 15 | 20 | 28 | 41 | 43 |    | F  | 19 |
| 730  | 2013/1/28  | 4881908 | 10 | 15 | 21 | 22 | 33 | 35 |    | F  | 1  |
| 728  | 2013/1/21  | 4883470 | 10 | 15 | 22 | 23 | 38 | 42 |    | A  | 12 |
| 918  | 2014/11/20 | 4887139 | 10 | 15 | 25 | 29 | 34 | 36 |    | D  | 39 |
| 1596 | 2021/6/21  | 4889835 | 10 | 15 | 30 | 35 | 42 | 43 |    | A  | 26 |
| 1335 | 2018/12/3  | 4897414 | 10 | 16 | 19 | 34 | 35 | 39 |    | F  | 4  |
| 755  | 2013/4/25  | 4898390 | 10 | 16 | 20 | 25 | 29 | 39 |    | C  | 2  |
| 1259 | 2018/3/12  | 4898569 | 10 | 16 | 20 | 26 | 33 | 36 |    | G  | 41 |
| 952  | 2015/3/23  | 4901285 | 10 | 16 | 22 | 25 | 31 | 39 |    | F  | 27 |
| 883  | 2014/7/21  | 4904721 | 10 | 16 | 25 | 29 | 38 | 42 |    | H  | 23 |
| 566  | 2011/6/23  | 4910012 | 10 | 17 | 18 | 29 | 30 | 41 |    | H  | 7  |
| 1025 | 2015/12/3  | 4912690 | 10 | 17 | 20 | 21 | 36 | 43 |    | I  | 34 |
| 472  | 2009/11/19 | 4921433 | 10 | 17 | 28 | 30 | 36 | 42 |    | G  | 5  |
| 1608 | 2021/8/2   | 4928470 | 10 | 18 | 22 | 23 | 25 | 35 |    | B  | 19 |
| 537  | 2011/2/24  | 4928660 | 10 | 18 | 22 | 24 | 26 | 37 |    | D  | 12 |
| 39   | 2001/6/28  | 4928948 | 10 | 18 | 22 | 25 | 39 | 42 |    | C  | 17 |
| 441  | 2009/4/16  | 4935454 | 10 | 18 | 33 | 34 | 39 | 41 |    | C  | 21 |
| 734  | 2013/2/11  | 4939742 | 10 | 19 | 22 | 27 | 29 | 39 |    | G  | 21 |
| 819  | 2013/12/5  | 4940640 | 10 | 19 | 23 | 25 | 30 | 40 |    | A  | 14 |
| 1556 | 2021/2/1   | 4944720 | 10 | 19 | 28 | 30 | 38 | 42 |    | C  | 18 |
| 1204 | 2017/8/28  | 4946947 | 10 | 20 | 21 | 24 | 39 | 43 |    | C  | 17 |
| 445  | 2009/5/14  | 4949694 | 10 | 20 | 23 | 26 | 37 | 40 |    | B  | 9  |
| 464  | 2009/9/24  | 4955625 | 10 | 21 | 22 | 25 | 27 | 37 |    | B  | 36 |
| 345  | 2007/5/31  | 4955717 | 10 | 21 | 22 | 25 | 35 | 37 |    | C  | 18 |
| 139  | 2003/6/12  | 4956095 | 10 | 21 | 22 | 28 | 37 | 41 |    | D  | 12 |
| 1453 | 2020/2/3   | 4965490 | 10 | 22 | 26 | 27 | 28 | 41 |    | B  | 39 |
| 178  | 2004/3/18  | 4966406 | 10 | 22 | 27 | 30 | 36 | 39 |    | I  | 4  |
| 966  | 2015/5/11  | 4967937 | 10 | 22 | 31 | 34 | 36 | 43 |    | J  | 30 |
| 93   | 2002/7/18  | 4973120 | 10 | 23 | 33 | 36 | 37 | 41 |    | C  | 28 |
| 1402 | 2019/8/1   | 4974736 | 10 | 24 | 26 | 33 | 36 | 42 |    | C  | 28 |
| 1321 | 2018/10/15 | 4976761 | 10 | 24 | 31 | 40 | 41 | 43 |    | E  | 33 |
| 856  | 2014/4/17  | 4976831 | 10 | 24 | 32 | 34 | 38 | 40 |    | I  | 43 |
| 1229 | 2017/11/23 | 4985787 | 10 | 28 | 35 | 37 | 39 | 43 |    | A  | 16 |
| 55   | 2001/10/18 | 4989273 | 11 | 12 | 13 | 14 | 37 | 39 |    | B  | 28 |
| 910  | 2014/10/23 | 4990183 | 11 | 12 | 13 | 17 | 25 | 33 |    | G  | 14 |
| 1656 | 2022/1/20  | 4996119 | 11 | 12 | 14 | 28 | 36 | 38 |    | A  | 37 |
| 1542 | 2020/12/10 | 4999941 | 11 | 12 | 16 | 17 | 20 | 36 |    | D  | 18 |
| 1058 | 2016/3/31  | 5004170 | 11 | 12 | 17 | 23 | 29 | 43 |    | J  | 37 |
| 876  | 2014/6/26  | 5006853 | 11 | 12 | 18 | 25 | 35 | 39 |    | I  | 9  |
| 1209 | 2017/9/14  | 5016297 | 11 | 12 | 24 | 32 | 38 | 40 |    | D  | 7  |
| 244  | 2005/6/23  | 5019587 | 11 | 12 | 30 | 36 | 38 | 39 |    | G  | 37 |
| 290  | 2006/5/11  | 5024471 | 11 | 13 | 15 | 17 | 22 | 43 |    | J  | 8  |
| 1657 | 2022/1/24  | 5027924 | 11 | 13 | 16 | 19 | 20 | 38 |    | F  | 25 |
| 739  | 2013/2/28  | 5033225 | 11 | 13 | 18 | 20 | 28 | 38 |    | H  | 31 |
| 378  | 2008/1/24  | 5036429 | 11 | 13 | 19 | 26 | 36 | 43 |    | H  | 31 |
| 459  | 2009/8/20  | 5045701 | 11 | 13 | 27 | 31 | 37 | 43 |    | H  | 30 |
| 1065 | 2016/4/25  | 5045914 | 11 | 13 | 27 | 37 | 41 | 42 |    | E  | 40 |
| 1008 | 2015/10/5  | 5052242 | 11 | 14 | 16 | 21 | 24 | 39 |    | E  | 36 |
| 544  | 2011/4/7   | 5053790 | 11 | 14 | 16 | 32 | 41 | 42 |    | G  | 33 |
| 334  | 2007/3/15  | 5054214 | 11 | 14 | 17 | 18 | 34 | 36 |    | E  | 23 |
| 439  | 2009/4/2   | 5062140 | 11 | 14 | 20 | 28 | 32 | 41 |    | A  | 27 |
| 46   | 2001/8/16  | 5063069 | 11 | 14 | 21 | 24 | 25 | 42 |    | A  | 41 |
| 478  | 2010/1/7   | 5066305 | 11 | 14 | 23 | 30 | 31 | 38 |    | I  | 42 |
| 719  | 2012/12/13 | 5069430 | 11 | 14 | 27 | 31 | 34 | 42 |    | A  | 13 |
| 1465 | 2020/3/16  | 5073353 | 11 | 15 | 16 | 24 | 28 | 38 |    | A  | 3  |
| 1329 | 2018/11/12 | 5077986 | 11 | 15 | 18 | 22 | 37 | 42 |    | D  | 31 |
| 266  | 2005/11/24 | 5078281 | 11 | 15 | 18 | 24 | 30 | 39 |    | J  | 7  |
| 125  | 2003/3/6   | 5081047 | 11 | 15 | 19 | 30 | 36 | 41 |    | I  | 10 |
| 111  | 2002/11/21 | 5084392 | 11 | 15 | 21 | 31 | 32 | 43 |    | H  | 24 |
| 260  | 2005/10/13 | 5084430 | 11 | 15 | 21 | 31 | 37 | 41 |    | G  | 30 |
| 951  | 2015/3/19  | 5084708 | 11 | 15 | 22 | 23 | 26 | 30 |    | G  | 37 |
| 240  | 2005/5/26  | 5089357 | 11 | 15 | 26 | 31 | 36 | 39 |    | F  | 12 |
| 94   | 2002/7/25  | 5092188 | 11 | 16 | 17 | 18 | 29 | 40 |    | B  | 9  |
| 8    | 2000/11/23 | 5095111 | 11 | 16 | 18 | 20 | 42 | 43 |    | B  | 28 |
| 63   | 2001/12/13 | 5100183 | 11 | 16 | 20 | 28 | 34 | 40 |    | C  | 22 |
| 1511 | 2020/8/24  | 5102565 | 11 | 16 | 22 | 24 | 38 | 40 |    | C  | 6  |
| 1514 | 2020/9/3   | 5103168 | 11 | 16 | 22 | 29 | 37 | 43 |    | J  | 14 |
| 1163 | 2017/4/6   | 5112840 | 11 | 17 | 19 | 24 | 33 | 41 |    | E  | 9  |
| 1439 | 2019/12/9  | 5119144 | 11 | 17 | 23 | 28 | 34 | 41 |    | I  | 4  |
| 234  | 2005/4/14  | 5119793 | 11 | 17 | 24 | 26 | 27 | 30 |    | A  | 19 |
| 407  | 2008/8/14  | 5126201 | 11 | 18 | 19 | 30 | 37 | 39 |    | H  | 38 |
| 1493 | 2020/6/22  | 5132676 | 11 | 18 | 24 | 27 | 37 | 38 |    | E  | 15 |
| 758  | 2013/5/6   | 5138074 | 11 | 19 | 20 | 25 | 38 | 40 |    | J  | 33 |
| 1206 | 2017/9/4   | 5138158 | 11 | 19 | 20 | 26 | 32 | 33 |    | B  | 22 |
| 9    | 2000/11/30 | 5142896 | 11 | 19 | 23 | 38 | 39 | 42 |    | C  | 15 |
| 1032 | 2015/12/28 | 5148991 | 11 | 20 | 21 | 30 | 36 | 43 |    | H  | 17 |
| 1444 | 2019/12/26 | 5151837 | 11 | 20 | 24 | 25 | 30 | 37 |    | J  | 14 |
| 455  | 2009/7/23  | 5153700 | 11 | 20 | 26 | 28 | 30 | 43 |    | C  | 24 |
| 1677 | 2022/4/4   | 5153972 | 11 | 20 | 26 | 31 | 34 | 38 |    | F  | 32 |
| 1589 | 2021/5/27  | 5160623 | 11 | 21 | 25 | 31 | 36 | 39 |    | C  | 32 |
| 1070 | 2016/5/12  | 5160749 | 11 | 21 | 25 | 34 | 35 | 36 |    | D  | 15 |
| 902  | 2014/9/25  | 5161263 | 11 | 21 | 26 | 31 | 32 | 33 |    | H  | 22 |
| 1140 | 2017/1/16  | 5162966 | 11 | 21 | 30 | 31 | 36 | 37 |    | H  | 23 |
| 1423 | 2019/10/14 | 5177582 | 11 | 24 | 29 | 36 | 37 | 42 |    | B  | 13 |
| 1387 | 2019/6/10  | 5184587 | 11 | 27 | 29 | 30 | 37 | 38 |    | J  | 33 |
| 25   | 2001/3/22  | 5189651 | 11 | 32 | 34 | 37 | 40 | 43 |    | E  | 8  |
| 248  | 2005/7/21  | 5189687 | 11 | 32 | 35 | 36 | 39 | 41 |    | A  | 6  |
| 1286 | 2018/6/14  | 5189779 | 11 | 32 | 37 | 39 | 41 | 42 |    | G  | 43 |
| 366  | 2007/10/25 | 5194812 | 12 | 13 | 15 | 18 | 30 | 41 |    | F  | 21 |
| 548  | 2011/4/21  | 5199563 | 12 | 13 | 16 | 28 | 29 | 35 |    | B  | 5  |
| 1142 | 2017/1/23  | 5205788 | 12 | 13 | 19 | 23 | 28 | 35 |    | B  | 31 |
| 1566 | 2021/3/8   | 5207757 | 12 | 13 | 20 | 24 | 30 | 35 |    | J  | 34 |
| 699  | 2012/10/4  | 5209434 | 12 | 13 | 21 | 25 | 29 | 32 |    | I  | 20 |
| 254  | 2005/9/1   | 5210375 | 12 | 13 | 22 | 23 | 25 | 29 |    | H  | 40 |
| 477  | 2009/12/24 | 5221556 | 12 | 14 | 16 | 18 | 38 | 41 |    | F  | 17 |
| 1422 | 2019/10/10 | 5224513 | 12 | 14 | 17 | 20 | 24 | 30 |    | D  | 39 |
| 592  | 2011/9/22  | 5234255 | 12 | 14 | 22 | 23 | 34 | 41 |    | E  | 36 |
| 580  | 2011/8/11  | 5246099 | 12 | 15 | 17 | 25 | 35 | 43 |    | I  | 32 |
| 474  | 2009/12/3  | 5250344 | 12 | 15 | 19 | 25 | 28 | 41 |    | J  | 18 |
| 550  | 2011/4/28  | 5251080 | 12 | 15 | 19 | 32 | 36 | 42 |    | E  | 37 |
| 909  | 2014/10/20 | 5253932 | 12 | 15 | 21 | 27 | 30 | 35 |    | C  | 28 |
| 416  | 2008/10/16 | 5254842 | 12 | 15 | 22 | 24 | 29 | 37 |    | I  | 6  |
| 1105 | 2016/9/12  | 5258604 | 12 | 15 | 25 | 31 | 39 | 40 |    | G  | 26 |
| 1369 | 2019/4/8   | 5258667 | 12 | 15 | 25 | 32 | 41 | 43 |    | C  | 7  |
| 1561 | 2021/2/18  | 5259396 | 12 | 15 | 26 | 34 | 35 | 38 |    | F  | 7  |
| 510  | 2010/8/19  | 5259456 | 12 | 15 | 26 | 35 | 41 | 43 |    | H  | 25 |
| 387  | 2008/3/27  | 5268168 | 12 | 16 | 19 | 27 | 30 | 32 |    | B  | 38 |
| 1277 | 2018/5/14  | 5269192 | 12 | 16 | 20 | 22 | 31 | 43 |    | E  | 33 |
| 224  | 2005/2/3   | 5279633 | 12 | 17 | 18 | 19 | 30 | 35 |    | E  | 13 |
| 1069 | 2016/5/9   | 5291679 | 12 | 17 | 26 | 30 | 33 | 40 |    | G  | 8  |
| 789  | 2013/8/22  | 5293214 | 12 | 17 | 29 | 32 | 38 | 40 |    | J  | 28 |
| 1194 | 2017/7/24  | 5297000 | 12 | 18 | 20 | 23 | 33 | 40 |    | C  | 1  |
| 203  | 2004/9/9   | 5297594 | 12 | 18 | 20 | 27 | 35 | 37 |    | F  | 39 |
| 654  | 2012/4/30  | 5299304 | 12 | 18 | 21 | 29 | 32 | 38 |    | C  | 2  |
| 1414 | 2019/9/12  | 5309669 | 12 | 19 | 21 | 26 | 40 | 41 |    | D  | 20 |
| 408  | 2008/8/21  | 5321147 | 12 | 20 | 23 | 28 | 31 | 32 |    | C  | 39 |
| 504  | 2010/7/8   | 5327191 | 12 | 21 | 22 | 27 | 29 | 31 |    | I  | 35 |
| 187  | 2004/5/20  | 5327285 | 12 | 21 | 22 | 27 | 39 | 40 |    | B  | 25 |
| 1604 | 2021/7/19  | 5328939 | 12 | 21 | 23 | 36 | 37 | 38 |    | I  | 6  |
| 1442 | 2019/12/19 | 5333731 | 12 | 21 | 35 | 36 | 40 | 43 |    | B  | 39 |
| 1441 | 2019/12/16 | 5335799 | 12 | 22 | 24 | 33 | 35 | 42 |    | E  | 36 |
| 1223 | 2017/11/2  | 5338152 | 12 | 22 | 28 | 30 | 36 | 43 |    | G  | 34 |
| 1242 | 2018/1/11  | 5338359 | 12 | 22 | 28 | 34 | 37 | 42 |    | I  | 33 |
| 1311 | 2018/9/10  | 5341898 | 12 | 23 | 26 | 29 | 36 | 37 |    | I  | 15 |
| 685  | 2012/8/16  | 5342678 | 12 | 23 | 27 | 32 | 39 | 43 |    | H  | 15 |
| 159  | 2003/10/30 | 5343723 | 12 | 23 | 30 | 31 | 38 | 42 |    | I  | 6  |
| 1205 | 2017/8/31  | 5349031 | 12 | 25 | 26 | 32 | 35 | 42 |    | F  | 2  |
| 298  | 2006/7/6   | 5350353 | 12 | 25 | 29 | 31 | 35 | 40 |    | F  | 26 |
| 1108 | 2016/9/22  | 5350429 | 12 | 25 | 29 | 32 | 38 | 43 |    | A  | 35 |
| 1541 | 2020/12/7  | 5352402 | 12 | 26 | 28 | 32 | 33 | 35 |    | C  | 41 |
| 11   | 2000/12/14 | 5353631 | 12 | 26 | 32 | 37 | 40 | 42 |    | D  | 16 |
| 838  | 2014/2/13  | 5356795 | 12 | 28 | 32 | 36 | 38 | 43 |    | C  | 13 |
| 662  | 2012/5/28  | 5358943 | 12 | 31 | 32 | 34 | 36 | 40 |    | A  | 6  |
| 358  | 2007/8/30  | 5358960 | 12 | 31 | 32 | 34 | 39 | 42 |    | H  | 30 |
| 650  | 2012/4/16  | 5359253 | 12 | 31 | 34 | 40 | 41 | 43 |    | J  | 6  |
| 1577 | 2021/4/15  | 5362975 | 13 | 14 | 15 | 28 | 37 | 39 |    | C  | 4  |
| 717  | 2012/12/6  | 5364742 | 13 | 14 | 16 | 21 | 29 | 42 |    | D  | 20 |
| 1513 | 2020/8/31  | 5369096 | 13 | 14 | 18 | 19 | 25 | 42 |    | E  | 5  |
| 90   | 2002/6/27  | 5387060 | 13 | 15 | 17 | 18 | 30 | 32 |    | B  | 9  |
| 91   | 2002/7/4   | 5388768 | 13 | 15 | 17 | 26 | 41 | 43 |    | E  | 6  |
| 1584 | 2021/5/10  | 5391448 | 13 | 15 | 18 | 30 | 37 | 43 |    | H  | 9  |
| 937  | 2015/1/29  | 5396245 | 13 | 15 | 21 | 25 | 36 | 41 |    | E  | 8  |
| 1245 | 2018/1/22  | 5402223 | 13 | 15 | 27 | 30 | 31 | 39 |    | E  | 8  |
| 1027 | 2015/12/10 | 5404717 | 13 | 16 | 17 | 19 | 20 | 38 |    | C  | 18 |
| 751  | 2013/4/11  | 5413747 | 13 | 16 | 21 | 25 | 31 | 38 |    | J  | 43 |
| 898  | 2014/9/11  | 5428671 | 13 | 17 | 21 | 25 | 29 | 37 |    | C  | 23 |
| 663  | 2012/5/31  | 5441900 | 13 | 18 | 21 | 30 | 33 | 40 |    | C  | 25 |
| 808  | 2013/10/28 | 5443107 | 13 | 18 | 22 | 28 | 41 | 42 |    | D  | 26 |
| 350  | 2007/7/5   | 5445715 | 13 | 18 | 25 | 26 | 29 | 40 |    | H  | 6  |
| 795  | 2013/9/12  | 5455794 | 13 | 19 | 24 | 28 | 33 | 38 |    | H  | 29 |
| 484  | 2010/2/18  | 5456688 | 13 | 19 | 25 | 29 | 32 | 35 |    | E  | 42 |
| 924  | 2014/12/11 | 5464960 | 13 | 20 | 24 | 32 | 35 | 42 |    | H  | 43 |
| 653  | 2012/4/26  | 5469582 | 13 | 21 | 22 | 26 | 29 | 36 |    | J  | 31 |
| 726  | 2013/1/14  | 5475392 | 13 | 21 | 30 | 31 | 37 | 40 |    | D  | 14 |
| 552  | 2011/5/5   | 5479659 | 13 | 22 | 26 | 30 | 40 | 41 |    | C  | 8  |
| 1003 | 2015/9/17  | 5479856 | 13 | 22 | 26 | 34 | 38 | 43 |    | A  | 42 |
| 665  | 2012/6/7   | 5480119 | 13 | 22 | 27 | 29 | 36 | 37 |    | I  | 40 |
| 1312 | 2018/9/13  | 5487252 | 13 | 24 | 25 | 26 | 32 | 39 |    | B  | 6  |
| 343  | 2007/5/17  | 5498643 | 13 | 28 | 29 | 37 | 38 | 41 |    | B  | 35 |
| 13   | 2000/12/28 | 5500160 | 13 | 29 | 31 | 37 | 41 | 42 |    | H  | 17 |
| 1539 | 2020/11/30 | 5500445 | 13 | 29 | 33 | 37 | 41 | 42 |    | J  | 43 |
| 705  | 2012/10/25 | 5503041 | 14 | 15 | 16 | 18 | 20 | 33 |    | A  | 3  |
| 1366 | 2019/3/28  | 5507770 | 14 | 15 | 17 | 29 | 31 | 39 |    | D  | 10 |
| 371  | 2007/11/29 | 5517276 | 14 | 15 | 23 | 24 | 32 | 34 |    | B  | 31 |
| 401  | 2008/7/3   | 5521221 | 14 | 15 | 27 | 34 | 35 | 42 |    | G  | 37 |
| 1217 | 2017/10/12 | 5525647 | 14 | 16 | 17 | 34 | 36 | 41 |    | C  | 25 |
| 1056 | 2016/3/24  | 5529653 | 14 | 16 | 19 | 29 | 32 | 37 |    | F  | 24 |
| 127  | 2003/3/20  | 5532691 | 14 | 16 | 21 | 26 | 37 | 40 |    | F  | 3  |
| 1666 | 2022/2/24  | 5538303 | 14 | 16 | 26 | 37 | 41 | 43 |    | J  | 31 |
| 860  | 2014/5/1   | 5540306 | 14 | 16 | 32 | 35 | 38 | 41 |    | A  | 6  |
| 12   | 2000/12/21 | 5553347 | 14 | 17 | 27 | 28 | 35 | 39 |    | E  | 22 |
| 931  | 2015/1/8   | 5556546 | 14 | 18 | 19 | 24 | 25 | 33 |    | F  | 21 |
| 166  | 2003/12/18 | 5558953 | 14 | 18 | 20 | 28 | 34 | 38 |    | H  | 17 |
| 420  | 2008/11/13 | 5571057 | 14 | 19 | 21 | 28 | 29 | 31 |    | A  | 24 |
| 1155 | 2017/3/9   | 5571700 | 14 | 19 | 22 | 23 | 28 | 43 |    | G  | 25 |
| 981  | 2015/7/2   | 5571733 | 14 | 19 | 22 | 23 | 31 | 37 |    | B  | 21 |
| 1674 | 2022/3/24  | 5575461 | 14 | 19 | 25 | 29 | 33 | 43 |    | A  | 31 |
| 955  | 2015/4/2   | 5576639 | 14 | 19 | 27 | 28 | 37 | 42 |    | D  | 24 |
| 892  | 2014/8/21  | 5578376 | 14 | 19 | 31 | 35 | 40 | 43 |    | H  | 38 |
| 512  | 2010/9/2   | 5582075 | 14 | 20 | 23 | 25 | 33 | 39 |    | A  | 34 |
